Gene	AveExpr	logFC	P.value	q.value
TMEM116	7.53256399142002	-0.0597808096673928	0.00033315503422182	0.00328716750345139
SECISBP2L	7.98390510720401	-0.0762120707986692	0.000333489848492138	0.00328721315015168
FBXO3	5.29788761719037	-0.0538104819924069	0.000334276487842322	0.0032917079462076
MAGEF1	5.33737703959006	-0.0782138562054003	0.00033471017468232	0.00329272167805057
LOC652595	7.01964636903129	-0.0993446345846419	0.000336060415591945	0.00330274113649134
CHD6	6.33789114377262	-0.0726377343997618	0.000337042747336621	0.00330617618912477
LOC388907	5.6556046808438	-0.0746326641993512	0.000337268406390651	0.00330617618912477
CD8A	9.12505200544816	-0.141389187636898	0.000337422981608006	0.00330617618912477
ADAM10	5.86621740853839	-0.101916163398994	0.000337738309896661	0.00330617618912477
ZNF25	7.73001900470973	-0.070305148632571	0.000339182885145123	0.00331386025506339
ST3GAL3	6.40910598674981	0.0812700830406796	0.000339188995216949	0.00331386025506339
FAM117B	8.98439289627499	-0.0762861195308256	0.000340409419307602	0.00332252316774477
LOC729623	5.55830728865198	0.0823033255655404	0.000340790707758532	0.00332298685529028
MDC1	8.31110837423753	-0.0545171436037347	0.000341834339212157	0.00332771972659429
RPS6P1	11.848377738002	-0.0916861701615165	0.000342150043738054	0.00332771972659429
HNRNPH1	10.3087224545248	-0.0818575273560281	0.000342278860023465	0.00332771972659429
PPP1R3F	5.64756642766207	-0.0699400648770034	0.000342810916105898	0.00332964090496496
LOC654053	7.26125271064204	0.144139968646162	0.000344504116438118	0.00334081226323534
GNPDA2	6.13086355995579	-0.105420262540351	0.00034477170109898	0.00334081226323534
C16orf87	6.20866301646798	-0.100257765751347	0.000344967804637516	0.00334081226323534
WDR33	6.23197770042722	-0.0426762303354966	0.000346081616980393	0.00334834174526643
ZC3H15	7.69169014700263	-0.113070228579612	0.000346581250350574	0.00334992019076662
NAE1	7.00182124901249	-0.0479193088019529	0.000349471108543726	0.0033730895079405
PPIL5	5.96562554120474	-0.0439294742092642	0.000349655965422058	0.0033730895079405
PSMG2	9.7721238647104	-0.0560004475692191	0.000350368580990169	0.00337669203715458
TTF1	7.09206985101016	-0.0601843543485727	0.00035077083411459	0.00337699943662212
THUMPD1	7.7280326124104	-0.0818261049370333	0.000351078890348096	0.00337699943662212
CNO	8.77871330116963	-0.0480003803683121	0.000351545171673546	0.00337798158012816
LOC654346	6.21169354873075	0.0823130144577592	0.000351859606360181	0.00337798158012816
TNRC6C	4.96624624991856	-0.0610890253409662	0.00035243218755067	0.00338021895679694
VWF	8.16380948520765	0.160739529145623	0.000353188785785554	0.00338421525731839
MPV17	7.8475053438792	-0.0704690841346628	0.000354027978879855	0.00338899452633259
MYNN	7.17835360940693	-0.0532913212357997	0.000357163689126324	0.00341056398473293
HP	7.2051068374952	0.216116229944946	0.000357328307156352	0.00341056398473293
KDELC2	6.14373463724348	-0.093634429162698	0.000357653154951005	0.00341056398473293
PTGER2	7.84445104206777	-0.148881953925535	0.000357931346465867	0.00341056398473293
NDUFC1	8.05421794889809	-0.0662021253159306	0.000357994101568335	0.00341056398473293
CLDND1	8.94467209691917	-0.0849583843399024	0.000359579334338177	0.00342100499412592
C5orf44	5.22570956959386	-0.0699774104064195	0.000359777308833064	0.00342100499412592
RRAGD	9.99395766406755	0.0903995763936568	0.000360701482929828	0.00342651996102708
EEF1E1	7.49725247756125	-0.0937585620350691	0.000361249103245602	0.00342845071277643
LOC401717	7.27453611155337	-0.0795861412132788	0.000362787710389063	0.00343899903507966
UBE3C	8.22650845118426	-0.0536657879877007	0.000363051427763016	0.00343899903507966
WEE1	5.59679066656343	-0.0814592955884483	0.000366016934377273	0.00345818430138181
SFXN5	6.76073318394895	0.0888158942961284	0.000366241801357906	0.00345818430138181
LIMA1	5.84332551414413	-0.0942858292528099	0.000366248931255904	0.00345818430138181
TRAPPC4	9.33616416308817	-0.0552554457386223	0.00036646624114721	0.00345818430138181
BACH2	6.06942062174096	-0.0719533499922817	0.000371706962015089	0.00350431710260405
MAPKAPK2	8.99255811267524	0.0561293309147623	0.000375198681683748	0.00353388927076853
TNNC2	6.83929215105955	0.133945875267702	0.000378052120911229	0.00355630329874352
ST6GAL1	8.54099305054881	-0.073760643463951	0.000379561000186291	0.00355630329874352
CBFB	8.09885934955985	-0.113221695894657	0.000379587920067628	0.00355630329874352
COPB1	8.70354974292295	-0.0976167052062948	0.000379929199272992	0.00355630329874352
REV3L	4.82168619576268	-0.0596868304195203	0.000380190032147175	0.00355630329874352
TCN2	6.05929951160598	0.106493201092422	0.00038034130362684	0.00355630329874352
ALAS2	10.2140373864876	0.1483783245809	0.000380435933492797	0.00355630329874352
COPS8	7.14015427662049	-0.0748177925416909	0.000380436151266569	0.00355630329874352
LOC644914	12.7711996552538	0.0509094566003849	0.000380808440176026	0.00355644405783043
THBS3	7.77145481349522	0.0925822374129017	0.000383520031752731	0.0035784112801287
TMBIM4	11.423606602457	-0.0682267052825629	0.000384250197086375	0.00358186709382025
TRAPPC1	10.0538838684445	0.043694390945566	0.00038700330400181	0.00360415606714483
PRDM4	9.17778852466597	-0.0401783590373717	0.000388630977757815	0.00361593203186826
LOC730291	5.15225911324012	-0.0729453541838176	0.000391874577284473	0.00364011118556454
LOC100132742	12.7671261464634	-0.0769827096619334	0.000391960960809958	0.00364011118556454
RNF103	8.16576524670904	-0.083230240641865	0.000392840212941208	0.00364487666072161
LOC653479	6.44360019374196	-0.104009634850779	0.00039413752885287	0.00365109941995136
DMTF1	7.90539552890252	-0.0760803773617319	0.000394441832681179	0.00365109941995136
POU2F2	6.63418342795742	0.108811422229354	0.000394611110940661	0.00365109941995136
H2AFZ	11.6751531333101	-0.0612904590609506	0.000396286750628483	0.00365898034657718
GNE	7.40107134633449	-0.0715778712761169	0.000396333016450587	0.00365898034657718
ABTB1	10.676629507105	0.0715583049388938	0.000396565473785655	0.00365898034657718
ATG7	9.21240496254763	0.071053282883858	0.000399099062773078	0.00367894735645103
MYO1C	5.2342360352073	0.0772380644567967	0.000400579186046677	0.00368917542319402
PIGC	7.51937830753448	-0.065528792179357	0.000401043904979592	0.00369004175560657
CCT2	9.16785722632343	-0.046107661055469	0.000403352631280415	0.00370785770252154
NSMCE4A	9.24433095426202	-0.0504395665248266	0.000404390613494945	0.0037121059212776
NECAP1	8.71878742906852	-0.0542787614256416	0.000404679792876134	0.0037121059212776
GPATCH3	7.35997187595291	0.0704496694352964	0.00040493336657718	0.0037121059212776
SNORD35B	6.41611978811806	0.0811441218437376	0.000406985969781493	0.00372115376480716
LRRC58	6.54181471133686	-0.0657936414991275	0.000407004897209973	0.00372115376480716
NDFIP2	6.40100576216727	-0.0630400358965051	0.000407357153893518	0.00372115376480716
CPNE5	5.97582386745212	0.115056714014564	0.000407646528041965	0.00372115376480716
STAMBP	8.41973241066497	-0.0435961057734284	0.0004077892246323	0.00372115376480716
CWC15	9.31373101619869	-0.0501158236814833	0.000408558031414461	0.00372424096156669
PLSCR3	11.4378660584771	-0.0631759202575485	0.000408875712032645	0.00372424096156669
P2RY10	7.44800399864685	-0.0874209646409099	0.000410179490044549	0.00373270131528128
BTF3	10.4318658020508	-0.084128900982408	0.000410610903514626	0.00373306374342285
RPL30	13.8398434404944	-0.0661134579734641	0.000411066185749407	0.00373306374342285
SNX8	6.98084444786333	0.078919164033146	0.000411344232446791	0.00373306374342285
TRIM23	5.48567341060273	-0.08674125714877	0.000416071476443495	0.00377252585447868
LIPT1	5.81026171433122	-0.068572547336769	0.000417885189503472	0.00378552316282494
PYCR2	8.86743537916196	-0.0494402692433998	0.000418790113021534	0.00379027181413713
ZNF154	5.20116389436227	-0.0736042305470222	0.000419559935506144	0.00379379021420708
PTCRA	7.72620880044786	0.0965997900238013	0.000420363178074613	0.00379760414926796
FAM105B	7.30607205319647	-0.0442225284829949	0.000420886104317214	0.0037983927577106
C8orf55	8.24312690467949	-0.067503426489376	0.000421213538471392	0.0037983927577106
PEX1	5.61415616857078	-0.0928078110596776	0.00042193156459615	0.00379849554696112
SNRPG	10.8575804592252	-0.0452550076354349	0.000422287705787761	0.00379849554696112
VTI1B	8.75764481821036	0.0765937551565851	0.000422369570016725	0.00379849554696112
ACOT9	7.58776232330725	0.0569110884971633	0.000423923549289986	0.00380903008790323
SAT2	8.91977250094603	0.045057137971784	0.000424857708677396	0.00381398145813852
RNF166	8.5296525050717	0.0766941078068879	0.000426610338573193	0.00382459088643284
CRBN	9.41614131843502	-0.0362319411398628	0.0004268078748475	0.00382459088643284
PEAR1	6.22157354169142	0.110746270863296	0.000427874734737708	0.00382928570241196
PHCA	9.17454413974185	0.0680103633623197	0.000428101070256029	0.00382928570241196
MGC4677	7.27167548505468	0.0572852281418418	0.000429771844045308	0.00384077963284447
HELB	5.50890988775606	-0.114790163139986	0.000430189198990425	0.0038410614547566
UFM1	7.18673919810267	-0.0939621229008957	0.000432112352159824	0.0038525886872412
CLEC10A	5.68272886959648	-0.066320648984193	0.000432254175518176	0.0038525886872412
TMEM106B	6.74410362220483	-0.107362530840644	0.000434823468174124	0.00386729155882135
KIAA0040	7.3379579032521	0.0654003014821999	0.000435404377623462	0.00386729155882135
MSRB2	10.5919804847788	0.0727454898667594	0.000435704467556767	0.00386729155882135
CHMP2B	7.21483995702759	-0.117040133589022	0.000435712859999404	0.00386729155882135
IREB2	5.64324088759009	-0.107984796880412	0.000436077947703868	0.00386729155882135
CAPNS1	10.2681666027216	0.0529288806532815	0.000436234541498376	0.00386729155882135
C20orf199	10.5448064790134	-0.0554278148591668	0.000439208403193733	0.00389019122978764
LIN9	5.06422579898139	-0.0604483198961282	0.000440044312387082	0.00389413058148503
LOC654260	6.30197498456525	0.0814394904303665	0.00044136919150412	0.00390168910416078
DDX1	9.60495235258404	-0.0421946156492619	0.000441682259566082	0.00390168910416078
LOC732432	5.57728391992079	-0.116857652997673	0.000443465559256073	0.00391396933097547
RHOH	6.54144594246864	-0.0798149412892622	0.000444777804639252	0.00392207402202686
LOC100129104	6.27953436110702	0.07693591645662	0.000450422381270878	0.00396823229609827
FAM175B	8.72970580226347	-0.0417673629605817	0.000451038824144536	0.00396823229609827
CYP20A1	6.75955087533163	-0.0762355850498395	0.000451208106067946	0.00396823229609827
RRP1B	6.3089473115478	-0.0975312660050037	0.000452248967198851	0.00397387584884256
NPLOC4	8.37764396869968	0.0699723240389769	0.00045276584011256	0.00397490926545443
UPRT	6.96071196190019	-0.0870064131031543	0.000454103358248724	0.00398313909911807
DPP9	8.58381657048882	0.077684508349457	0.00045718543665989	0.00400664327423455
REPIN1	10.0411806766878	-0.0547632657418238	0.000457652038816514	0.00400720497380005
AP3S1	7.50796597882114	-0.120766814148939	0.000459294275086241	0.00401805050247837
ZNF280C	5.47300205686012	-0.0471047729043564	0.000462933492773409	0.00404297725752664
FAM50B	6.25642724150442	-0.0919093619097255	0.000462955799296254	0.00404297725752664
C17orf62	10.2219828330271	0.0636171564997682	0.000467544183984052	0.00407946898346312
HPRT1	7.84463379035679	-0.0813397884269737	0.000469802906325383	0.00409278206441072
CORO7	9.4986317615723	0.0679396271352534	0.000469892192494104	0.00409278206441072
C3orf38	6.23184642944581	-0.0888216983817227	0.000470488676237207	0.00409439531642337
ARL5A	8.58098879559844	-0.0437464630532041	0.000474008923869571	0.00412142738279586
CINP	5.71483016997089	0.0858157511602344	0.00047973447149564	0.00416417948764483
ACTG1	11.6261046977896	-0.120229309128925	0.00047976243213868	0.00416417948764483
APPBP2	6.55319000907273	-0.0438838423087729	0.000480243057087648	0.00416472018559
FASTKD3	5.50692639457103	-0.082676204271622	0.000482438331935484	0.00418011663199656
RPL10A	12.6124256251372	-0.0728591341495209	0.000485403108582585	0.00420214789995908
LIX1L	7.33103313568845	-0.0582427803996745	0.000487191343284805	0.00421396437951283
PACSIN1	6.3755470815097	-0.0893531879268196	0.000488375492906383	0.00422053984252195
LOC728576	13.7770827955357	-0.053764226627751	0.000491077518828779	0.00422993256313113
SNRNP27	7.60370005574856	-0.081598887952315	0.000491088846217267	0.00422993256313113
RAB9A	8.65343277528676	-0.0685490395607483	0.000491315669227034	0.00422993256313113
BATF2	6.06944420965541	0.163159156550506	0.000491468933791685	0.00422993256313113
HNRPA1L-2	9.17752122538359	-0.0934568883655036	0.000491586764670916	0.00422993256313113
ITPR3	9.76124738995122	-0.0638007554819686	0.00049506532295409	0.00425021137575757
LOC647150	6.29614519136831	-0.0553716909936824	0.000495135194143336	0.00425021137575757
TMC4	5.70636302385656	0.0815138449243548	0.00049522424393388	0.00425021137575757
AATF	9.30042250168916	0.0524576086057883	0.000498462101189405	0.00427205932064229
COX7A2L	9.91515131696003	-0.0580175659862765	0.000498628137073558	0.00427205932064229
EXOC3	8.8498286627516	0.071562580069734	0.00049911483278899	0.00427255225221307
CTTN	8.29407835055752	0.103037268016967	0.000499864764069744	0.00427529576556605
LOC643873	7.05030807387895	-0.0893953750808268	0.000503193166704144	0.00428741071893421
ATP6V1C1	8.00849514976465	0.055367328101433	0.000503549098716588	0.00428741071893421
TRRAP	9.726843173	-0.0442231074892474	0.000503956313883251	0.00428741071893421
LRIG2	6.42714766758578	-0.0688675522736413	0.000504049008117412	0.00428741071893421
ATOX1	9.30871059962178	0.0624688653169205	0.000504079892671039	0.00428741071893421
PSMG1	6.9972493777086	-0.0839254294067518	0.000504192335751684	0.00428741071893421
MCEE	6.93335124065971	-0.127427906403321	0.000504598851667022	0.00428741071893421
C1orf56	5.44130145910318	-0.0760028731594598	0.000504880471709099	0.00428741071893421
RNF114	9.85328521398806	-0.0302688420461667	0.000505520025836062	0.00428741071893421
F12	6.73637121844719	0.0869111860661015	0.000505587776267358	0.00428741071893421
MRLC2	12.0948548847901	-0.0613725002322971	0.00050723173402339	0.00429769084173216
CSNK2A1	6.12521767117836	-0.0558229898128686	0.000508459703440813	0.00430443187783932
AUTS2	8.14768706895503	-0.0939135964763354	0.000510065435909507	0.00431435674459795
DNAL4	8.31292404342716	-0.0404568884069152	0.000511618241356618	0.00432381746110441
TAF9L	5.50665736953425	-0.0912676902145684	0.000514411498216963	0.00434373661136336
MRPL35	7.02532192797689	-0.0449039892663563	0.000515877381020217	0.00435242303401993
ZCCHC9	7.8195704407784	-0.100949170923094	0.000518043480500348	0.00436122528792441
CISD2	7.94777125131005	0.140434359054308	0.000518082626905183	0.00436122528792441
SEC22A	7.62756128433728	-0.0424804699663584	0.000518633436957499	0.00436122528792441
CD81	12.4229964648624	-0.0705922774226894	0.000518672954685781	0.00436122528792441
MTR	7.8401588929019	-0.0594824300109878	0.000519613974526632	0.00436242215546283
GTPBP1	5.00194255897606	0.0612418776362809	0.000519691673254287	0.00436242215546283
RUNX3	10.9304019560097	-0.0751588374569748	0.000522021587178819	0.00437828839406292
LGTN	8.18602860379404	-0.0499790362722658	0.00052315595815967	0.00438410912981194
TBC1D22A	7.07597489124403	0.0616528684890457	0.000523671620344791	0.00438473958199871
SIN3A	9.22473706549723	-0.0415893351187723	0.000524695628775809	0.00438962181691504
MRFAP1	10.5454709360381	-0.041065480815466	0.000526848593278555	0.00440057479750982
AKAP11	6.65931600643418	-0.0646571135137275	0.000526888890621749	0.00440057479750982
COPA	10.6314431050237	-0.0384745298645539	0.000528802875697036	0.00441285833407706
UNC13D	8.44144301279641	0.0703242330200282	0.000532489287135618	0.00443989979994969
CEBPA	10.1152987710201	0.0678148415558007	0.000534061714761374	0.00444928434487271
USP24	9.21975848616736	-0.0554692254093575	0.000536093721900273	0.00446137690991622
KLF9	8.90842893361555	-0.073425760717969	0.000536409480147175	0.00446137690991622
ZNHIT3	8.76565657113035	-0.057835539475068	0.000542491952841677	0.00450625281958286
LOC728734	8.76322714490359	-0.0632691118024575	0.000542710364842399	0.00450625281958286
LOC402112	8.12093690167941	-0.0765179291569272	0.000547734042080945	0.00454417563132167
LOC100129086	6.81787451787019	-0.132351405982394	0.000551912124501419	0.00457502580897497
MRPS27	8.35539952990254	-0.0435442353196303	0.000553908130044609	0.00458775157398775
TNFSF10	11.3981052063717	0.0753557369433628	0.000554623064023771	0.00458985450976636
INTS4	6.33257151599828	-0.0360506351738017	0.000555603237061422	0.00459414714913721
TAZ	6.99915305117963	0.0533718353207016	0.000557431559114073	0.00460203286683964
SNX1	6.29907142699205	-0.0667232468337899	0.000557901239263739	0.00460203286683964
ZCCHC3	6.90413527104949	-0.056544934322138	0.000557977445266349	0.00460203286683964
FLJ20628	5.72860546702107	-0.0851262000378806	0.000558405939875985	0.00460203286683964
MAP2K1	9.26611631960605	-0.0763065772645591	0.000559416692666994	0.00460532500538668
RFX5	8.70780244149481	-0.0916916632409584	0.0005597305790958	0.00460532500538668
RAB6B	6.0183632296187	0.132697805497639	0.000566719428478872	0.00465897713821044
BTK	9.52234676753688	0.051285208692969	0.000569311538746438	0.00467642514747715
LGALS8	7.45990286161548	0.0434668243113983	0.000571453592687265	0.00468848986301104
TTC5	7.08612582745044	-0.0604554347220067	0.000571954570673165	0.00468848986301104
KLHL3	6.78439795886793	-0.0966082616416638	0.000572480061091139	0.00468848986301104
WARS	10.8743879478243	0.0805962452484667	0.000572664069739019	0.00468848986301104
RNF115	6.66728390144213	-0.0820057660277978	0.000574242260766674	0.0046932942259837
LOC113230	5.96465006027172	0.0966729358364062	0.000574418424027269	0.0046932942259837
PYHIN1	8.12242128842776	-0.0861331212585393	0.000574665157124958	0.0046932942259837
NET1	5.98654456688941	-0.0507754598734178	0.000576203838312747	0.0047020033828296
GTF2A2	9.66981471082633	-0.0570878433529477	0.000577517949330892	0.00470886721217085
TOMM7	13.2726975583222	-0.0555884086336451	0.000579030039486518	0.0047127558407849
KCTD5	7.28889912589272	-0.056592868340074	0.00057960816171741	0.0047127558407849
NUDT9	5.88186306505657	-0.0786050835890186	0.000579647496883996	0.0047127558407849
TMCC2	6.45777723154151	0.171905211058972	0.000580519684710115	0.0047127558407849
COPS4	8.25183251072272	-0.0559149643691601	0.000581282047057123	0.0047127558407849
PTPN2	6.15639182105977	-0.0701041081656795	0.000581421631960175	0.0047127558407849
CSNK1G3	5.48983555800911	-0.0922316455036557	0.000581492233534951	0.0047127558407849
FLJ10213	7.89185557379819	0.114350298044705	0.000581781895474429	0.0047127558407849
FAM20B	9.5956261804507	0.0475541612118434	0.000582566053114214	0.00471375216184169
WASL	7.37032658531109	-0.0556730161236807	0.000582851846353076	0.00471375216184169
LOC100128196	9.69733933714862	-0.0865211170037708	0.000583613139003163	0.00471607793998188
LOC100133482	5.80113676033626	-0.0759667780926165	0.000584630904564398	0.00472047077842073
NKIRAS2	6.60916231062806	0.039389923575431	0.000586009417692999	0.00472481606668399
DYRK1A	7.61600022968305	-0.0980193294331853	0.000586517026353614	0.00472481606668399
PSTPIP1	9.57597220579763	0.0569586744256375	0.000586592838091372	0.00472481606668399
KLRC1	5.07091452766628	-0.075601284291763	0.000590741982254943	0.00475071069047971
PVRL2	6.82628739821449	0.117735635791448	0.000590762074960964	0.00475071069047971
ADCK4	5.73285022555911	0.0785479487613445	0.000592298567699604	0.00475922236731926
DKFZP586I1420	7.7824568636811	0.0611043872448596	0.000596101035062531	0.0047798343401976
LSMD1	8.62181310095935	0.0478340489107315	0.000596308991216911	0.0047798343401976
SFRS4	10.4645200628189	-0.0382358794826927	0.000596807059093772	0.0047798343401976
TMEM120A	9.43110624567663	0.0767644190075674	0.000597029193077384	0.0047798343401976
CITED4	6.75431878898675	0.0989821076132399	0.000597458149882924	0.0047798343401976
C1QB	5.72003825850439	0.162887710730117	0.000597744481814842	0.0047798343401976
PFDN1	8.21248703301571	-0.0644338756146378	0.000598487061657805	0.00478193143459461
SQSTM1	12.2323215710195	-0.0472238469938354	0.000599585176913595	0.00478622109918086
HADH	8.28448075880421	-0.0526258058881515	0.000599985453755966	0.00478622109918086
PDGFA	5.60452070321202	0.129236137373647	0.00060158785444486	0.00479448299043456
C15orf52	7.78632053152543	0.0926756561684243	0.000601999137575893	0.00479448299043456
TADA3	8.4720158517639	0.0440253325177721	0.000602465900516803	0.00479448299043456
PRPF8	10.4942875112601	-0.0707864400859316	0.000603663951663376	0.00479817705826589
C1orf174	8.57377027523819	-0.0402370248115907	0.000603894007286366	0.00479817705826589
FAM126B	7.9615139981935	-0.141019876723588	0.000605340574526772	0.00480583514489475
UBE3A	7.76740403934147	-0.0318309976848874	0.000606190743060149	0.00480823849519787
MAP3K11	9.2874620468052	0.0715796667161039	0.000606743577898373	0.00480823849519787
FZD3	5.18963798051384	-0.0656917054599663	0.000607092206735217	0.00480823849519787
COQ2	8.42649850539976	0.0534844744477226	0.000609719975495195	0.00482352920373399
BCDIN3D	7.93992922547496	-0.042135015587147	0.000609991834423614	0.00482352920373399
LOC653566	8.29996362290065	-0.0805569657495415	0.000611727239979755	0.00482982092759898
WDR13	9.20392463154339	0.0507987390594986	0.000611757770712551	0.00482982092759898
LOC652458	5.38550636728529	-0.0955734565395067	0.000612279798268491	0.0048301119472651
SEMA4B	9.16894398138012	0.0553028763581853	0.000613376378117636	0.00483493140714991
CTSC	7.49211077613546	-0.055166920811176	0.000615242706575343	0.00484580597454454
LOC728744	6.28715288477017	0.125422833097127	0.000616477266849865	0.00485169131774023
KIAA0776	5.37747451743985	-0.074194810260408	0.000617964897461282	0.00485650969201939
ZNF358	8.11421868398193	0.0646969452176925	0.000618065146297106	0.00485650969201939
LOC341457	12.521542051069	-0.0897546673424596	0.000622327313490733	0.00488614363688663
TSTA3	8.55731379726569	0.132857486328226	0.00062358810699659	0.0048909337963566
RGL2	8.77731675618804	0.0765265281136702	0.000623919966838391	0.0048909337963566
NAPSA	8.0070119012462	0.119597225213834	0.000625125959327988	0.00489653208307326
LOC402694	12.6846982658588	-0.0583638338297426	0.000627331701101284	0.00490994631998401
TMEM217	6.10857975941125	0.0704111618573288	0.000629052972867423	0.00491955065195234
NGRN	8.1091575159247	-0.0574099394688231	0.000631130457044723	0.00493192350270912
ATAD1	6.86400826305919	-0.069760873178149	0.0006321602629737	0.00493609636003592
HDAC1	11.1773520761013	-0.0521223274481246	0.000638640866046681	0.0049804291888211
MOBKL3	6.71029527978079	-0.0704095535264398	0.000638838448147467	0.0049804291888211
KIAA0182	8.37555414073204	-0.0499283750822954	0.000641327683382646	0.0049959232063778
PARP12	9.65781073086927	0.100716384700735	0.000644489522297884	0.00501662846126726
LOC653464	4.98300874737607	0.057798742892869	0.000645471508147224	0.00501812468492618
INO80D	8.51141086688888	-0.0538578354828778	0.000645689845928754	0.00501812468492618
LEPR	7.09797978927573	0.126593787376653	0.000646262530702703	0.00501865766863206
LOC642161	6.85481057123145	-0.0977272909058014	0.000647527542978436	0.0050226652178936
RPS17	13.0916447539945	-0.0571783206752933	0.000647787605754844	0.0050226652178936
KIFAP3	7.40826894555241	-0.0583482303153137	0.000648724867181494	0.00502601799381939
MGC71993	11.4188473306618	0.0367045007002729	0.000650055808187684	0.00503241322968877
TRIP4	7.9468816240595	-0.0554717237340341	0.000650651186956854	0.00503310858981264
SRP14	10.3372937261314	-0.0630552492416769	0.000652162283436667	0.00504088089974024
HSPC171	8.27768303762509	0.0444714383101602	0.00065459111388566	0.00505572926123749
LOC728170	4.90333145584241	-0.0450714033650431	0.000656290597299504	0.00506492586274362
TMEM126A	7.64284582776326	-0.0900953528509199	0.000658998503620307	0.0050818846973856
C1QBP	9.20906462403024	-0.0540793447494657	0.000660266468237947	0.00508772172530481
NT5M	6.69972748866506	0.131433568336509	0.000661201773895968	0.00509098838403933
FAM60A	6.89705595923453	-0.0786445528326864	0.000663603672162201	0.00510285093636795
SNRNP35	7.04210369699421	0.0580453693486281	0.00066376756904146	0.00510285093636795
UBAP2	5.8116358248942	-0.0756472339694198	0.000665932626744304	0.00511554503893612
FBXO11	6.95880517195968	-0.0317396979428314	0.000668165373033378	0.00512873913457642
PDLIM7	6.76319340895278	0.0664185440630608	0.000669392170807853	0.00513419733625796
LOC647349	6.68868730671366	-0.154246354698635	0.000671067241148628	0.00514308271080412
C7orf44	8.68767500848611	-0.0724050520614229	0.000672964512464901	0.00515365606159305
ARSA	7.66527813929504	0.0683519629350883	0.000679720751224914	0.00520139520674035
RHOBTB1	5.70048924117816	0.103440575388461	0.000682591455841767	0.00521935076575875
ZNF217	9.53089092156563	-0.0959445660908591	0.000684300828325808	0.00522840559759313
APOB48R	8.50175977941478	0.0697108354582896	0.000685929229209162	0.0052338461128506
PARVB	8.69845375140612	0.101052898973724	0.000686064329940724	0.0052338461128506
GBP2	12.2711073365186	0.0653297259962052	0.00069038059100377	0.005262741244231
MAML2	4.93876789619028	-0.0564976277425957	0.000692077476597891	0.00527164005154133
SLC25A43	5.81223890475939	-0.0636927322030972	0.000693409425112716	0.00527774760628473
CRKL	10.2499410972115	-0.0564691654548193	0.000695208862953273	0.00528740131294171
FAM168B	7.31892898344318	-0.0605738432122194	0.000696617611596247	0.00529031372961588
LOC653604	8.17768111678761	0.0709013117880058	0.000696654582748921	0.00529031372961588
GSN	8.47437729011478	0.0872699874975685	0.000701432197338473	0.00531965184192285
TMEM144	5.74865878977443	0.0985747614133647	0.000701586647256353	0.00531965184192285
LOC646981	5.27192058515465	0.0701423347055704	0.000707443600449982	0.00535997887505533
AGPAT5	5.25087135831304	-0.0926135357074671	0.000710257833154502	0.00537720879403803
MYL6	14.1062710178231	0.0355229912494268	0.000710916248239944	0.00537810369987633
FLJ45244	6.78188896552436	0.0760349317978642	0.000714042104725959	0.00539382607003208
CLASP2	5.1605223264008	-0.0899556046606474	0.000714358404103717	0.00539382607003208
EPHA4	5.87687238623749	-0.0922917454269179	0.000714619911182459	0.00539382607003208
TSPO	11.7560688258545	0.0539698347170638	0.000720405012089374	0.00543337168823647
LOC100132804	7.03477686159519	-0.0781339595975448	0.000725060297876644	0.00546434269822444
LOC729580	7.27300786804408	0.0708424784385728	0.000725673504481679	0.00546482718043267
LRP1	6.92089298634527	0.0892927238252119	0.000726556447527423	0.00546734069823145
ACPL2	5.89363900261952	-0.0904773982023547	0.000728602106641825	0.00547518829502039
HIST1H1C	10.0402267687391	0.0910839302548372	0.000728699240259753	0.00547518829502039
RIOK2	6.82944685810372	-0.0949440547802855	0.000729823680509451	0.00547830987519802
CCDC65	6.49154443436948	-0.0852264436349339	0.000730215245514652	0.00547830987519802
PPP3CC	8.38523415999511	-0.0721888744141353	0.000730989501197973	0.00547915166311098
FCRLB	6.12990636980147	-0.0788759560733213	0.000731428168757137	0.00547915166311098
ELMO2	8.95566592995006	-0.0543088694926969	0.000732564568403979	0.00548353840547931
OAT	7.09885259223189	-0.108282822510178	0.000733722424428148	0.00548807904508506
ARHGAP21	9.51941280845958	0.0647055857752878	0.000734809693319571	0.00549208528738282
TMED5	9.10374257008747	-0.0773558647401867	0.000737057215929604	0.00549479068939221
ADAM15	7.20378569510868	0.054232746078958	0.000737158683082835	0.00549479068939221
MRPS30	7.83058842910765	-0.0775705605514374	0.000737187053681652	0.00549479068939221
ESAM	8.06423552586901	0.10525845149429	0.000737379383385859	0.00549479068939221
SMARCAD1	5.93630595319034	-0.094808488644937	0.000739400735811053	0.00550573231063984
KLRD1	7.68893848517653	-0.163062160377868	0.000741759727246314	0.00551916982826589
TRAFD1	8.92727134627829	0.0567234416941432	0.00074301912839717	0.0055244117256904
CCNC	5.85751470981342	-0.076012179928826	0.000743753437208273	0.00552526562385608
CCDC115	8.49135553696746	-0.0695993493352334	0.000744243959031288	0.00552526562385608
PLD2	6.01502311643764	0.072265681942888	0.000745869744663653	0.00553320927164227
MAP3K7IP3	5.10713320970783	0.0649926356809061	0.000746795532951295	0.00553595204993217
GPAM	5.60035875388723	-0.0703022649289088	0.000749759451025656	0.00555378804334607
HK3	9.59386990203363	0.0765435394271708	0.000751112324560719	0.00555967269342164
COG4	7.62391444202729	0.0628235815386896	0.000752001011259988	0.00556211527881847
